1975: T1_OFF_SHIELD                                                    : T1.0 Shield
9205: T4_2H_KNUCKLES_SET3                                              : T4.0 Spiked Gauntlets
9206: T4_2H_KNUCKLES_SET3@1                                            : T4.1 Spiked Gauntlets
9207: T4_2H_KNUCKLES_SET3@2                                            : T4.2 Spiked Gauntlets
9208: T4_2H_KNUCKLES_SET3@3                                            : T4.3 Spiked Gauntlets
9209: T4_2H_KNUCKLES_SET3@4                                            : T4.4 Spiked Gauntlets
9210: T5_2H_KNUCKLES_SET3                                              : T5.0 Spiked Gauntlets
9211: T5_2H_KNUCKLES_SET3@1                                            : T5.1 Spiked Gauntlets
9212: T5_2H_KNUCKLES_SET3@2                                            : T5.2 Spiked Gauntlets
9213: T5_2H_KNUCKLES_SET3@3                                            : T5.3 Spiked Gauntlets
9214: T5_2H_KNUCKLES_SET3@4                                            : T5.4 Spiked Gauntlets
9215: T6_2H_KNUCKLES_SET3                                              : T6.0 Spiked Gauntlets
9216: T6_2H_KNUCKLES_SET3@1                                            : T6.1 Spiked Gauntlets
9217: T6_2H_KNUCKLES_SET3@2                                            : T6.2 Spiked Gauntlets
9218: T6_2H_KNUCKLES_SET3@3                                            : T6.3 Spiked Gauntlets
9219: T6_2H_KNUCKLES_SET3@4                                            : T6.4 Spiked Gauntlets
9220: T7_2H_KNUCKLES_SET3                                              : T7.0 Spiked Gauntlets
9221: T7_2H_KNUCKLES_SET3@1                                            : T7.1 Spiked Gauntlets
9222: T7_2H_KNUCKLES_SET3@2                                            : T7.2 Spiked Gauntlets
9223: T7_2H_KNUCKLES_SET3@3                                            : T7.3 Spiked Gauntlets
9224: T7_2H_KNUCKLES_SET3@4                                            : T7.4 Spiked Gauntlets
9225: T8_2H_KNUCKLES_SET3                                              : T8.0 Spiked Gauntlets
9226: T8_2H_KNUCKLES_SET3@1                                            : T8.1 Spiked Gauntlets
9227: T8_2H_KNUCKLES_SET3@2                                            : T8.2 Spiked Gauntlets
9228: T8_2H_KNUCKLES_SET3@3                                            : T8.3 Spiked Gauntlets
9229: T8_2H_KNUCKLES_SET3@4                                            : T8.4 Spiked Gauntlets
9230: T4_2H_KNUCKLES_KEEPER                                            : T4.0 Ursine Maulers
9231: T4_2H_KNUCKLES_KEEPER@1                                          : T4.1 Ursine Maulers
9232: T4_2H_KNUCKLES_KEEPER@2                                          : T4.2 Ursine Maulers
9233: T4_2H_KNUCKLES_KEEPER@3                                          : T4.3 Ursine Maulers
9234: T4_2H_KNUCKLES_KEEPER@4                                          : T4.4 Ursine Maulers
9235: T5_2H_KNUCKLES_KEEPER                                            : T5.0 Ursine Maulers
9236: T5_2H_KNUCKLES_KEEPER@1                                          : T5.1 Ursine Maulers
9237: T5_2H_KNUCKLES_KEEPER@2                                          : T5.2 Ursine Maulers
9238: T5_2H_KNUCKLES_KEEPER@3                                          : T5.3 Ursine Maulers
9239: T5_2H_KNUCKLES_KEEPER@4                                          : T5.4 Ursine Maulers
9240: T6_2H_KNUCKLES_KEEPER                                            : T6.0 Ursine Maulers
9241: T6_2H_KNUCKLES_KEEPER@1                                          : T6.1 Ursine Maulers
9242: T6_2H_KNUCKLES_KEEPER@2                                          : T6.2 Ursine Maulers
9243: T6_2H_KNUCKLES_KEEPER@3                                          : T6.3 Ursine Maulers
9244: T6_2H_KNUCKLES_KEEPER@4                                          : T6.4 Ursine Maulers
9245: T7_2H_KNUCKLES_KEEPER                                            : T7.0 Ursine Maulers
9246: T7_2H_KNUCKLES_KEEPER@1                                          : T7.1 Ursine Maulers
9247: T7_2H_KNUCKLES_KEEPER@2                                          : T7.2 Ursine Maulers
9248: T7_2H_KNUCKLES_KEEPER@3                                          : T7.3 Ursine Maulers
9249: T7_2H_KNUCKLES_KEEPER@4                                          : T7.4 Ursine Maulers
9250: T8_2H_KNUCKLES_KEEPER                                            : T8.0 Ursine Maulers
9251: T8_2H_KNUCKLES_KEEPER@1                                          : T8.1 Ursine Maulers
9252: T8_2H_KNUCKLES_KEEPER@2                                          : T8.2 Ursine Maulers
9253: T8_2H_KNUCKLES_KEEPER@3                                          : T8.3 Ursine Maulers
9254: T8_2H_KNUCKLES_KEEPER@4                                          : T8.4 Ursine Maulers
9255: T4_2H_KNUCKLES_HELL                                              : T4.0 Hellfire Hands
9256: T4_2H_KNUCKLES_HELL@1                                            : T4.1 Hellfire Hands
9257: T4_2H_KNUCKLES_HELL@2                                            : T4.2 Hellfire Hands
9258: T4_2H_KNUCKLES_HELL@3                                            : T4.3 Hellfire Hands
9259: T4_2H_KNUCKLES_HELL@4                                            : T4.4 Hellfire Hands
9260: T5_2H_KNUCKLES_HELL                                              : T5.0 Hellfire Hands
9261: T5_2H_KNUCKLES_HELL@1                                            : T5.1 Hellfire Hands
9262: T5_2H_KNUCKLES_HELL@2                                            : T5.2 Hellfire Hands
9263: T5_2H_KNUCKLES_HELL@3                                            : T5.3 Hellfire Hands
9264: T5_2H_KNUCKLES_HELL@4                                            : T5.4 Hellfire Hands
9265: T6_2H_KNUCKLES_HELL                                              : T6.0 Hellfire Hands
9266: T6_2H_KNUCKLES_HELL@1                                            : T6.1 Hellfire Hands
9267: T6_2H_KNUCKLES_HELL@2                                            : T6.2 Hellfire Hands
9268: T6_2H_KNUCKLES_HELL@3                                            : T6.3 Hellfire Hands
9269: T6_2H_KNUCKLES_HELL@4                                            : T6.4 Hellfire Hands
9270: T7_2H_KNUCKLES_HELL                                              : T7.0 Hellfire Hands
9271: T7_2H_KNUCKLES_HELL@1                                            : T7.1 Hellfire Hands
9272: T7_2H_KNUCKLES_HELL@2                                            : T7.2 Hellfire Hands
9273: T7_2H_KNUCKLES_HELL@3                                            : T7.3 Hellfire Hands
9274: T7_2H_KNUCKLES_HELL@4                                            : T7.4 Hellfire Hands
9275: T8_2H_KNUCKLES_HELL                                              : T8.0 Hellfire Hands
9276: T8_2H_KNUCKLES_HELL@1                                            : T8.1 Hellfire Hands
9277: T8_2H_KNUCKLES_HELL@2                                            : T8.2 Hellfire Hands
9278: T8_2H_KNUCKLES_HELL@3                                            : T8.3 Hellfire Hands
9279: T8_2H_KNUCKLES_HELL@4                                            : T8.4 Hellfire Hands
9280: T4_2H_KNUCKLES_MORGANA                                           : T4.0 Ravenstrike Cestus
9281: T4_2H_KNUCKLES_MORGANA@1                                         : T4.1 Ravenstrike Cestus
9282: T4_2H_KNUCKLES_MORGANA@2                                         : T4.2 Ravenstrike Cestus
9283: T4_2H_KNUCKLES_MORGANA@3                                         : T4.3 Ravenstrike Cestus
9284: T4_2H_KNUCKLES_MORGANA@4                                         : T4.4 Ravenstrike Cestus
9285: T5_2H_KNUCKLES_MORGANA                                           : T5.0 Ravenstrike Cestus
9286: T5_2H_KNUCKLES_MORGANA@1                                         : T5.1 Ravenstrike Cestus
9287: T5_2H_KNUCKLES_MORGANA@2                                         : T5.2 Ravenstrike Cestus
9288: T5_2H_KNUCKLES_MORGANA@3                                         : T5.3 Ravenstrike Cestus
9289: T5_2H_KNUCKLES_MORGANA@4                                         : T5.4 Ravenstrike Cestus
9290: T6_2H_KNUCKLES_MORGANA                                           : T6.0 Ravenstrike Cestus
9291: T6_2H_KNUCKLES_MORGANA@1                                         : T6.1 Ravenstrike Cestus
9292: T6_2H_KNUCKLES_MORGANA@2                                         : T6.2 Ravenstrike Cestus
9293: T6_2H_KNUCKLES_MORGANA@3                                         : T6.3 Ravenstrike Cestus
9294: T6_2H_KNUCKLES_MORGANA@4                                         : T6.4 Ravenstrike Cestus
9295: T7_2H_KNUCKLES_MORGANA                                           : T7.0 Ravenstrike Cestus
9296: T7_2H_KNUCKLES_MORGANA@1                                         : T7.1 Ravenstrike Cestus
9297: T7_2H_KNUCKLES_MORGANA@2                                         : T7.2 Ravenstrike Cestus
9298: T7_2H_KNUCKLES_MORGANA@3                                         : T7.3 Ravenstrike Cestus
9299: T7_2H_KNUCKLES_MORGANA@4                                         : T7.4 Ravenstrike Cestus
9300: T8_2H_KNUCKLES_MORGANA                                           : T8.0 Ravenstrike Cestus
9301: T8_2H_KNUCKLES_MORGANA@1                                         : T8.1 Ravenstrike Cestus
9302: T8_2H_KNUCKLES_MORGANA@2                                         : T8.2 Ravenstrike Cestus
9303: T8_2H_KNUCKLES_MORGANA@3                                         : T8.3 Ravenstrike Cestus
9304: T8_2H_KNUCKLES_MORGANA@4                                         : T8.4 Ravenstrike Cestus
9305: T4_2H_KNUCKLES_AVALON                                            : T4.0 Fists of Avalon
9306: T4_2H_KNUCKLES_AVALON@1                                          : T4.1 Fists of Avalon
9307: T4_2H_KNUCKLES_AVALON@2                                          : T4.2 Fists of Avalon
9308: T4_2H_KNUCKLES_AVALON@3                                          : T4.3 Fists of Avalon
9309: T4_2H_KNUCKLES_AVALON@4                                          : T4.4 Fists of Avalon
9310: T5_2H_KNUCKLES_AVALON                                            : T5.0 Fists of Avalon
9311: T5_2H_KNUCKLES_AVALON@1                                          : T5.1 Fists of Avalon
9312: T5_2H_KNUCKLES_AVALON@2                                          : T5.2 Fists of Avalon
9313: T5_2H_KNUCKLES_AVALON@3                                          : T5.3 Fists of Avalon
